S/T code,S/T name,GCCSA code,GCCSA name,SA4 code,SA4 name,2015,2016,2017,2018,2019,2020,2021
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,10884.0,11507.0,11919.0,12089.0,12235.0,12289.0,12143.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,13089.0,13266.0,13347.0,13243.0,12993.0,12719.0,12123.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,14571.0,14730.0,14932.0,15076.0,15177.0,15022.0,14715.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,9954.0,10031.0,10077.0,10007.0,9886.0,9740.0,9556.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,13217.0,13299.0,13333.0,13315.0,13300.0,13237.0,12991.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,11556.0,11860.0,12226.0,12506.0,12689.0,12985.0,13117.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,16641.0,16807.0,16910.0,16861.0,16807.0,16665.0,16237.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,14708.0,14883.0,14853.0,14725.0,14613.0,14386.0,13909.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,20788.0,21121.0,21284.0,21227.0,20957.0,20679.0,19988.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,16643.0,16778.0,16908.0,16915.0,16926.0,16845.0,16669.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,15099.0,15947.0,16312.0,16403.0,16612.0,16649.0,16651.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,10344.0,10450.0,10478.0,10500.0,10476.0,10383.0,10161.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,17312.0,17466.0,17422.0,17226.0,16947.0,16536.0,15874.0
1,New South Wales,1GSYD,Greater Sydney,119,Sydney - Inner South West,5965.0,6896.0,7917.0,8584.0,9354.0,10241.0,10861.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,22405.0,22760.0,22977.0,23318.0,23458.0,23453.0,23204.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,19166.0,19313.0,19248.0,19071.0,18958.0,18799.0,18406.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,21241.0,21456.0,21433.0,21365.0,21465.0,21338.0,20999.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,13613.0,13649.0,13684.0,13660.0,13597.0,13407.0,12927.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,11479.0,12560.0,12697.0,12513.0,12286.0,12025.0,11629.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,16408.0,16629.0,16628.0,16591.0,16425.0,16174.0,15629.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,14528.0,14670.0,14704.0,14708.0,14603.0,14376.0,13869.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,9734.0,9842.0,9875.0,9894.0,9910.0,9907.0,9516.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,17554.0,17746.0,17901.0,17932.0,18014.0,17959.0,17630.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,10667.0,10970.0,11462.0,11867.0,12086.0,12249.0,12049.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,17875.0,18000.0,17991.0,18045.0,17987.0,17780.0,17459.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,17374.0,17600.0,17762.0,18162.0,18403.0,18354.0,18049.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,14047.0,14041.0,14021.0,14000.0,13976.0,13897.0,13553.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,16198.0,17066.0,18006.0,18827.0,19948.0,20659.0,21023.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,3667.0,3743.0,3793.0,3828.0,3824.0,3752.0,3648.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,13474.0,13665.0,13663.0,13190.0,12775.0,12209.0,11508.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,11730.0,11931.0,12112.0,12255.0,12357.0,12461.0,12274.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,13732.0,14290.0,14684.0,14914.0,15327.0,15746.0,16048.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,11528.0,11516.0,11536.0,11554.0,11571.0,11426.0,10997.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,17037.0,17457.0,17659.0,17680.0,17686.0,17427.0,16583.0
1,New South Wales,1GSYD,Greater Sydney,120,Sydney - Inner West,8799.0,8837.0,9026.0,9156.0,9250.0,9302.0,9292.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,20981.0,21842.0,22382.0,22374.0,22394.0,22157.0,21425.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,10780.0,11128.0,11419.0,11633.0,11767.0,11981.0,11986.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,9634.0,9961.0,10055.0,10043.0,10028.0,10014.0,9469.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,13762.0,13804.0,13824.0,13802.0,13780.0,13712.0,13468.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,19211.0,20048.0,20406.0,20424.0,20539.0,20556.0,19770.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,13281.0,13520.0,13507.0,13441.0,13424.0,13326.0,12980.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,13895.0,14418.0,14968.0,15330.0,15674.0,15870.0,15931.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,12721.0,12868.0,12956.0,13072.0,13147.0,13178.0,13024.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,18741.0,18867.0,19380.0,20206.0,21026.0,21838.0,22134.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,11990.0,12011.0,12038.0,12036.0,12008.0,11963.0,11793.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,19059.0,19119.0,19196.0,19248.0,19294.0,19326.0,19199.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,11985.0,12271.0,12465.0,12538.0,12566.0,12524.0,11998.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,10944.0,11071.0,11131.0,11122.0,11125.0,10948.0,10653.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,9520.0,9899.0,10605.0,11203.0,11615.0,11883.0,11889.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,21899.0,22147.0,22576.0,22949.0,23055.0,23002.0,22592.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,23674.0,24076.0,24485.0,24970.0,25201.0,25157.0,24754.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,16902.0,17013.0,17168.0,17275.0,17518.0,17517.0,17262.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,20875.0,21193.0,21660.0,21857.0,21971.0,22013.0,21773.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,19808.0,19938.0,20035.0,20207.0,20302.0,20437.0,20321.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,18463.0,18436.0,18446.0,18454.0,18449.0,18388.0,18244.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,19918.0,20085.0,20107.0,19974.0,19786.0,19494.0,18989.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,18882.0,19086.0,19135.0,19047.0,18911.0,18628.0,18036.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,18913.0,19156.0,19092.0,18817.0,18457.0,17982.0,17341.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,11160.0,11369.0,11750.0,12143.0,12499.0,12712.0,12578.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,14600.0,14718.0,14659.0,14660.0,14546.0,14333.0,13820.0
1,New South Wales,1GSYD,Greater Sydney,121,Sydney - North Sydney and Hornsby,15445.0,15542.0,15624.0,15578.0,15432.0,15158.0,14641.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,20966.0,21140.0,21236.0,21259.0,21165.0,21068.0,20853.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,23403.0,23655.0,23724.0,23685.0,23662.0,23489.0,22728.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,12990.0,12978.0,13021.0,13054.0,13077.0,13083.0,13078.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,11096.0,11157.0,11230.0,11299.0,11343.0,11322.0,11257.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,13881.0,13916.0,13934.0,13944.0,13944.0,13879.0,13699.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,14168.0,14329.0,14492.0,14594.0,14686.0,14708.0,14627.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,10522.0,10924.0,10995.0,10966.0,10920.0,10909.0,10896.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,14282.0,14472.0,14607.0,14672.0,14764.0,14728.0,14549.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,7732.0,7791.0,7891.0,7973.0,8019.0,8050.0,8052.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,13179.0,13253.0,13307.0,13331.0,13317.0,13267.0,13159.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,21832.0,22169.0,22375.0,22514.0,22550.0,22398.0,22009.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,17460.0,17688.0,17815.0,17872.0,17862.0,17814.0,17616.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,3767.0,3786.0,3805.0,3807.0,3852.0,3831.0,3798.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,8946.0,8976.0,8979.0,8939.0,8909.0,8796.0,8668.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,14164.0,14383.0,14517.0,14468.0,14347.0,14231.0,13982.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,9132.0,9291.0,9323.0,9336.0,9354.0,9366.0,9148.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,16727.0,16969.0,17332.0,17582.0,17935.0,18009.0,17914.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,17043.0,17131.0,17230.0,17292.0,17312.0,17309.0,17198.0
1,New South Wales,1GSYD,Greater Sydney,122,Sydney - Northern Beaches,11303.0,11460.0,11526.0,11512.0,11524.0,11398.0,11250.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,13209.0,13273.0,13389.0,13431.0,13418.0,13378.0,13335.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,5472.0,5512.0,5699.0,5847.0,6025.0,6283.0,6492.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,10083.0,10757.0,11621.0,12492.0,13213.0,13643.0,14080.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,9988.0,10781.0,11061.0,11146.0,11246.0,11276.0,11279.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,19422.0,19551.0,19552.0,19594.0,19563.0,19162.0,19146.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,3622.0,4266.0,5241.0,6251.0,7425.0,8756.0,9592.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,19450.0,19523.0,19715.0,19926.0,20122.0,20234.0,20199.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,18113.0,18741.0,19504.0,20307.0,20886.0,21667.0,22262.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,20998.0,20924.0,20895.0,20921.0,20884.0,20741.0,20389.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,0.0,0.0,3.0,3.0,3.0,3.0,3.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,16748.0,16962.0,16978.0,16949.0,16911.0,16873.0,16805.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,19888.0,20502.0,21093.0,21640.0,21967.0,21823.0,21520.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,21255.0,21362.0,21378.0,21392.0,21378.0,21348.0,21298.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,3230.0,3649.0,5214.0,6975.0,9137.0,12011.0,14958.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,9536.0,9937.0,10141.0,10330.0,10543.0,10699.0,10591.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,16478.0,17001.0,17086.0,17138.0,17105.0,16967.0,16777.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,14225.0,14337.0,14422.0,14443.0,14435.0,14364.0,14260.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,5776.0,5834.0,5878.0,5947.0,5997.0,5997.0,5968.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,9236.0,9927.0,10304.0,10668.0,10889.0,11042.0,11142.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,16812.0,17216.0,17547.0,17869.0,18195.0,18630.0,19069.0
1,New South Wales,1GSYD,Greater Sydney,123,Sydney - Outer South West,9225.0,9314.0,9487.0,9671.0,9767.0,9806.0,9834.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,5725.0,5745.0,5752.0,5764.0,5774.0,5780.0,5761.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,19378.0,19448.0,19436.0,19403.0,19332.0,19247.0,19041.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,16.0,13.0,12.0,11.0,11.0,10.0,9.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,13668.0,13563.0,13591.0,13609.0,13588.0,13557.0,13373.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,11519.0,11514.0,11526.0,11530.0,11524.0,11516.0,11480.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,22181.0,22144.0,22168.0,22168.0,22147.0,22151.0,22087.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,6188.0,6195.0,6271.0,6352.0,6410.0,6454.0,6436.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,5.0,4.0,5.0,5.0,6.0,6.0,7.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,15880.0,16025.0,16110.0,16159.0,16170.0,16164.0,16115.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,14534.0,14572.0,14490.0,14372.0,14244.0,14115.0,13950.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,21710.0,21742.0,21713.0,21648.0,21545.0,21388.0,21162.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,17675.0,17738.0,17702.0,17598.0,17525.0,17469.0,17405.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,19389.0,20044.0,20898.0,21919.0,23077.0,24015.0,24882.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,9257.0,9839.0,10288.0,10929.0,11356.0,11734.0,12088.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,13317.0,13784.0,14610.0,15338.0,16196.0,17192.0,18139.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,5391.0,5337.0,5469.0,5555.0,5720.0,5877.0,6053.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,17238.0,17389.0,17458.0,17480.0,17333.0,17206.0,17140.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,5715.0,6975.0,8256.0,9659.0,11210.0,12400.0,13481.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,14138.0,14204.0,14345.0,14576.0,14751.0,15014.0,15303.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,15797.0,15743.0,15717.0,15641.0,15560.0,15507.0,15390.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,7506.0,7606.0,7618.0,7625.0,7618.0,7615.0,7564.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,6732.0,6669.0,6663.0,6669.0,6631.0,6596.0,6522.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,20528.0,20548.0,20497.0,20422.0,20368.0,20236.0,20060.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,11803.0,11927.0,12117.0,12329.0,12537.0,12834.0,13089.0
1,New South Wales,1GSYD,Greater Sydney,124,Sydney - Outer West and Blue Mountains,16203.0,16497.0,16782.0,17053.0,17276.0,17398.0,17464.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,4.0,3.0,3.0,4.0,4.0,5.0,5.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,17782.0,18124.0,18857.0,19384.0,20088.0,20165.0,19663.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,11685.0,11981.0,12130.0,12132.0,12120.0,11643.0,10708.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,8653.0,8827.0,9048.0,9184.0,9273.0,9191.0,8903.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,9138.0,9280.0,9282.0,9218.0,9096.0,8921.0,8647.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,20178.0,20904.0,21093.0,21248.0,21359.0,21389.0,21334.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,5213.0,5241.0,5290.0,5348.0,5356.0,5296.0,5162.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,9753.0,10416.0,10496.0,10417.0,10176.0,9903.0,9336.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,7649.0,9160.0,11361.0,13727.0,16407.0,18545.0,20653.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,21618.0,22036.0,22982.0,23582.0,24012.0,24453.0,24809.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,17992.0,18454.0,18692.0,18973.0,19150.0,18983.0,18557.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,11052.0,11472.0,11679.0,11741.0,11764.0,11771.0,11656.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,16624.0,16922.0,17549.0,18262.0,19068.0,19387.0,19297.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,18706.0,19196.0,19694.0,20112.0,20487.0,20792.0,20925.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,15821.0,16049.0,16240.0,16327.0,16430.0,16198.0,15794.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,21331.0,21841.0,22444.0,22987.0,23369.0,23523.0,23433.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,21558.0,22073.0,22398.0,22693.0,22967.0,22939.0,22556.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,21173.0,21525.0,22096.0,22516.0,23025.0,23237.0,23124.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,14.0,11.0,11.0,12.0,12.0,13.0,13.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,14.0,14.0,14.0,14.0,13.0,13.0,13.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,16706.0,16734.0,16776.0,16810.0,16859.0,16825.0,16648.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,22279.0,22645.0,23158.0,23565.0,23890.0,24135.0,24007.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,10188.0,10556.0,10806.0,10933.0,10988.0,10973.0,10907.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,6851.0,7094.0,7200.0,7246.0,7299.0,7327.0,7334.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,22678.0,23072.0,23596.0,23945.0,24215.0,23965.0,23070.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,8121.0,8179.0,8253.0,8284.0,8384.0,8451.0,8466.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,20622.0,21105.0,21785.0,21863.0,21814.0,21407.0,20423.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,22335.0,22570.0,22890.0,23084.0,23260.0,23189.0,23004.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,10997.0,11044.0,11114.0,11170.0,11215.0,11243.0,11199.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,13018.0,13289.0,13681.0,13902.0,14082.0,14180.0,13989.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,15967.0,16180.0,17439.0,18734.0,20380.0,21280.0,21754.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,8555.0,8982.0,10224.0,11379.0,11862.0,12276.0,12203.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,11142.0,11451.0,11646.0,11381.0,11073.0,10725.0,9960.0
1,New South Wales,1GSYD,Greater Sydney,125,Sydney - Parramatta,9920.0,10047.0,10205.0,10196.0,10102.0,9822.0,9120.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,20946.0,21175.0,21476.0,21761.0,21959.0,21992.0,21813.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,11050.0,11222.0,11507.0,12599.0,13672.0,14289.0,14455.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,16262.0,16904.0,17507.0,18322.0,18675.0,18789.0,18757.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,14803.0,15001.0,15141.0,15324.0,15468.0,15498.0,15486.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,10765.0,10855.0,10827.0,10628.0,10386.0,10152.0,9867.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,22052.0,22689.0,23111.0,23456.0,23969.0,24194.0,24037.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,12688.0,12758.0,13216.0,13675.0,14895.0,15386.0,15666.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,19645.0,20262.0,20584.0,20698.0,20794.0,20743.0,20205.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,4289.0,4272.0,4272.0,4258.0,4248.0,4230.0,4161.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,7226.0,7249.0,7247.0,7241.0,7232.0,7155.0,6989.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,18668.0,18952.0,19169.0,19293.0,19420.0,19466.0,19056.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,20243.0,20942.0,21288.0,21291.0,21284.0,20931.0,20385.0
1,New South Wales,1GSYD,Greater Sydney,126,Sydney - Ryde,6956.0,7367.0,8288.0,9386.0,10729.0,11613.0,12045.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,17769.0,17919.0,18064.0,18157.0,18194.0,18167.0,18088.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,9258.0,9210.0,9408.0,9588.0,9837.0,10885.0,12554.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,113.0,62.0,44.0,31.0,29.0,26.0,23.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,7262.0,7268.0,7250.0,7205.0,7148.0,7026.0,6928.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,12989.0,12993.0,13045.0,13067.0,13065.0,13026.0,12953.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,12015.0,12735.0,13086.0,13234.0,13341.0,13284.0,13063.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,11395.0,12009.0,12448.0,12782.0,13028.0,13227.0,13299.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,14747.0,15810.0,16456.0,16794.0,17038.0,17132.0,17244.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,2120.0,2668.0,3211.0,3776.0,4158.0,4497.0,4774.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,3321.0,4936.0,6722.0,8450.0,10341.0,12293.0,14401.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,5039.0,5934.0,7174.0,8345.0,9826.0,11127.0,12593.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,4004.0,4890.0,6996.0,9108.0,12180.0,14828.0,17759.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,16456.0,16558.0,16817.0,17030.0,17179.0,17258.0,17195.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,19395.0,19498.0,19776.0,19892.0,19976.0,19955.0,19741.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,25335.0,25492.0,25513.0,25437.0,25250.0,24882.0,24205.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,17486.0,17713.0,18027.0,18325.0,18506.0,18439.0,18295.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,21240.0,21458.0,21975.0,22314.0,22514.0,22515.0,22365.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,10129.0,10198.0,10367.0,10435.0,10511.0,10434.0,10291.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,18215.0,18435.0,18717.0,18993.0,19089.0,18855.0,18285.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,19320.0,19801.0,20418.0,20843.0,21233.0,21386.0,21305.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,8484.0,8636.0,8773.0,8851.0,8907.0,8903.0,8870.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,4639.0,4650.0,4632.0,4595.0,4545.0,4462.0,4348.0
1,New South Wales,1GSYD,Greater Sydney,127,Sydney - South West,18316.0,18591.0,19081.0,19388.0,19645.0,19720.0,19548.0
